type,dafNodes,repetition,time,justification,peafNodes,iteration,attacks,supports
barabasi,6,80,201,0.04987012987012987,9,1925.0,8,13
barabasi,6,77,2644,0.41567133443163096,9,9712.0,8,13
barabasi,6,82,122,0.025998142989786442,9,1077.0,8,13
barabasi,6,70,6162,0.32849693946950803,9,8822.0,8,13
barabasi,6,71,7463,0.36045124200021694,11,9219.0,8,19
barabasi,6,81,3360,0.15154458908101806,11,5147.0,8,19
barabasi,6,53,16745,0.34353515191838546,9,9018.0,8,13
barabasi,6,87,21,0.019138755980861243,11,836.0,8,19
barabasi,6,88,199,0.106872223673896,11,3827.0,8,19
barabasi,6,89,38,0.03147128245476003,10,1271.0,8,16
barabasi,6,90,49,0.03269961977186312,8,1315.0,8,10
barabasi,6,47,24199,0.5998124609293602,12,9598.0,8,22
barabasi,6,92,166,0.08706545568430943,11,3193.0,8,19
barabasi,6,93,5,0.002932551319648094,7,341.0,8,7
barabasi,6,69,11493,0.3142260385240195,9,8618.0,8,13
barabasi,6,95,158,0.07566607460035524,11,2815.0,8,19
barabasi,6,38,27456,0.5113602242017816,8,9991.0,8,10
barabasi,6,52,20062,0.4003125,11,9600.0,8,19
barabasi,6,83,7746,0.2436575769909103,10,7371.0,8,16
barabasi,6,96,2267,0.17613636363636365,10,5808.0,8,16
barabasi,6,86,6290,0.2133174437658275,9,6713.0,8,13
barabasi,6,73,13742,0.3484965304548959,7,9079.0,8,7
barabasi,7,2,3,0.0,10,278.0,9,14
barabasi,7,3,33,0.017766497461928935,11,788.0,9,17
barabasi,7,1,1116,0.18131313131313131,10,5940.0,9,14
barabasi,6,78,12540,0.2539912917271408,11,7579.0,8,19
barabasi,6,100,2512,0.1862842070557204,11,6066.0,8,19
barabasi,6,57,21042,0.49679871948779514,8,9996.0,8,10
barabasi,6,94,5875,0.2145929111671363,11,6743.0,8,19
barabasi,6,91,6904,0.23377529658060014,10,7165.0,8,16
barabasi,7,10,3,0.0,10,278.0,9,14
barabasi,6,85,9938,0.27127861388642976,11,7907.0,8,19
barabasi,7,12,69,0.04350382128159906,10,1701.0,9,14
barabasi,7,9,1065,0.07358834244080145,12,2745.0,9,20
barabasi,7,14,11,0.009578544061302681,10,522.0,9,14
barabasi,7,7,1746,0.2655128205128205,12,7800.0,9,20
barabasi,7,15,566,0.058186738836265225,11,2217.0,9,17
barabasi,7,17,418,0.0600350569675723,11,2282.0,9,17
barabasi,6,99,5729,0.20950943396226415,9,6625.0,8,13
barabasi,7,11,2043,0.14863797868140544,12,5066.0,9,20
barabasi,7,18,787,0.13931695127030405,9,4802.0,9,11
barabasi,6,79,16490,0.784952606635071,11,6752.0,8,19
barabasi,7,22,91,0.02975206611570248,13,1210.0,9,23
barabasi,7,4,5911,0.1754749568221071,10,5790.0,9,14
barabasi,7,24,72,0.037237643872714964,10,1477.0,9,14
barabasi,7,20,2186,0.27391577624135766,11,7955.0,9,17
barabasi,7,21,2307,0.11680773881499396,12,4135.0,9,20
barabasi,7,27,8,0.005076142131979695,11,394.0,9,17
